review_id,item_id,category,brand,user_id,size_ordered,user_height_cm,user_weight_kg,user_body_type,fit_feedback,review_text,rating,returned,return_reason
REV-002036,TOP-309,Top,Mango,USR-3318,S,166.4,56.8,Regular,Fit,Absolutely love the fit of size S. Buttons pulled open at the chest. Fabric has zero stretch and is quite stiff.,3,0,None
REV-002037,JNS-209,Jeans,Mast & Harbour,USR-3726,M,152.0,52.4,Regular,Small,"I usually wear M, but this was way too snug. Length is quite long, might need tailoring.",2,1,Fit
REV-002038,TOP-305,Top,Mango,USR-6217,M,159.5,60.1,Regular,Fit,"Absolutely love the fit of size M. Tight across the shoulders and chest area. Great length, falls just right.",5,0,None
REV-002039,DRS-107,Dress,Mast & Harbour,USR-9532,XS,160.0,42.3,Regular,Fit,"Size XS fits like a glove! True to size. Fabric has zero stretch and is quite stiff. Great length, falls just right.",5,0,None
REV-002040,DRS-104,Dress,Taavi,USR-3365,S,159.9,56.3,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Fabric has zero stretch and is quite stiff. Length is quite long, might need tailoring.",5,0,None
REV-002041,DRS-106,Dress,Dressberry,USR-9137,S,166.8,57.2,Pear,Fit,Absolutely love the fit of size S. Fits very comfortably around the waist.,4,0,None
REV-002042,DRS-112,Dress,Mast & Harbour,USR-2823,XS,173.9,49.9,Pear,Large,"Definitely oversized cut, consider sizing down. Runs small at bust for anyone with curves. Great length, falls just right.",2,1,Fit
REV-002043,TOP-304,Top,HRX,USR-8916,M,171.4,65.7,Hourglass,Fit,Perfect fit right out of the package. The fabric has amazing stretch and recovery. Fits very comfortably around the waist.,5,0,None
REV-002044,TOP-308,Top,Dressberry,USR-2536,M,168.3,66.6,Hourglass,Fit,Perfect fit right out of the package. Fits very comfortably around the waist. Fabric has zero stretch and is quite stiff.,5,0,None
REV-002045,JNS-208,Jeans,Wrogn,USR-7342,S,170.2,63.0,Athletic,Fit,"Size S fits like a glove! True to size. Great length, falls just right.",4,0,None
REV-002046,TOP-301,Top,Roadster,USR-1334,L,155.0,68.7,Regular,Fit,"Matches the size chart accurately, so comfortable. Length is quite long, might need tailoring. Buttons pulled open at the chest.",5,1,Not as pictured
REV-002047,ETH-407,Ethnic,W for Woman,USR-8383,M,161.7,62.9,Hourglass,Fit,Absolutely love the fit of size M.,5,0,None
REV-002048,DRS-101,Dress,Mango,USR-8611,S,170.9,56.3,Pear,Large,"Runs on the larger side, felt baggy and loose. Buttons pulled open at the chest. Very constricting waistline.",1,0,None
REV-002049,DRS-101,Dress,Mango,USR-7578,XS,166.5,58.1,Hourglass,Small,"Felt very suffocating in size XS, recommend sizing up. Waist was noticeably smaller than standard sizing. Tight across the shoulders and chest area.",1,0,None
REV-002050,ETH-413,Ethnic,Taavi,USR-4260,M,161.6,61.3,Regular,Fit,"Size M fits like a glove! True to size. Fits very comfortably around the waist. Great length, falls just right.",4,0,None
REV-002051,JNS-210,Jeans,Dressberry,USR-6103,S,152.3,46.9,Regular,Fit,Size S fits like a glove! True to size. The fabric has amazing stretch and recovery. A bit longer than pictured on the model.,4,0,None
REV-002052,DRS-110,Dress,Dressberry,USR-2448,L,171.7,78.3,Regular,Small,"Felt very suffocating in size L, recommend sizing up. Cropped shorter than expected for tall frames. Extremely tight around waist with almost no give.",2,1,Fit
REV-002053,TOP-308,Top,Dressberry,USR-9073,M,162.1,63.4,Hourglass,Small,"Ordered size M but this definitely runs small. Watch out after washing, might shrink slightly. Fits very comfortably around the waist.",2,1,Fit
REV-002054,DRS-106,Dress,Dressberry,USR-6406,L,160.5,73.0,Regular,Fit,Perfect fit right out of the package. Fits very comfortably around the waist.,5,0,None
REV-002055,ETH-412,Ethnic,Libas,USR-8430,M,161.1,62.5,Regular,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. A bit longer than pictured on the model.",3,0,None
REV-002056,DRS-106,Dress,Dressberry,USR-4820,S,170.3,58.7,Athletic,Fit,"Matches the size chart accurately, so comfortable.",4,0,None
REV-002057,JNS-205,Jeans,Dressberry,USR-9189,XS,173.1,52.1,Regular,Fit,Size XS fits like a glove! True to size. Waist was noticeably smaller than standard sizing.,4,0,None
REV-002058,DRS-108,Dress,Mango,USR-4558,M,173.6,65.6,Petite,Fit,Absolutely love the fit of size M. A bit longer than pictured on the model. Chest and shoulder seams align nicely.,5,0,None
REV-002059,TOP-307,Top,HRX,USR-5897,XS,160.8,42.7,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Cropped shorter than expected for tall frames. Tight across the shoulders and chest area.",2,1,Not as pictured
REV-002060,TOP-313,Top,Taavi,USR-9384,XS,159.4,48.9,Regular,Fit,Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.,4,0,None
REV-002061,JNS-205,Jeans,Dressberry,USR-9314,M,158.4,56.9,Regular,Fit,"Matches the size chart accurately, so comfortable. Very constricting waistline.",1,0,None
REV-002062,DRS-105,Dress,Mango,USR-7680,S,169.0,68.5,Hourglass,Small,"Felt very suffocating in size S, recommend sizing up. Runs small at bust for anyone with curves. Very constricting waistline.",3,1,Fit
REV-002063,ETH-412,Ethnic,Libas,USR-1669,XS,164.6,51.6,Athletic,Large,"Runs on the larger side, felt baggy and loose. Too long for my height, dragged on the floor without heels. Chest and shoulder seams align nicely.",2,1,Fit
REV-002064,DRS-108,Dress,Mango,USR-6858,XL,156.5,73.6,Hourglass,Fit,"Absolutely love the fit of size XL. Waist was noticeably smaller than standard sizing. Too long for my height, dragged on the floor without heels.",2,0,None
REV-002065,DRS-110,Dress,Dressberry,USR-1850,XL,157.5,73.2,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Cropped shorter than expected for tall frames.",2,0,None
REV-002066,ETH-407,Ethnic,W for Woman,USR-4712,M,160.8,60.0,Regular,Fit,"Matches the size chart accurately, so comfortable. Fits very comfortably around the waist. Chest and shoulder seams align nicely.",4,0,None
REV-002067,TOP-307,Top,HRX,USR-4972,M,169.8,80.8,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. Very constricting waistline. A little too short on me.",1,0,None
REV-002068,DRS-101,Dress,Mango,USR-9524,S,161.7,56.8,Pear,Large,Ordered my usual size S and it was swimming on me. Buttons pulled open at the chest. Waist was noticeably smaller than standard sizing.,2,0,None
REV-002069,JNS-212,Jeans,Mango,USR-3162,S,162.1,64.4,Pear,Small,"Felt very suffocating in size S, recommend sizing up. Extremely tight around waist with almost no give. A bit longer than pictured on the model.",2,0,None
REV-002070,ETH-410,Ethnic,Anouk,USR-4746,S,168.6,66.0,Athletic,Small,"Ordered size S but this definitely runs small. Watch out after washing, might shrink slightly. Fits very comfortably around the waist.",4,0,None
REV-002071,ETH-401,Ethnic,Libas,USR-4421,XL,166.7,81.8,Regular,Fit,"Matches the size chart accurately, so comfortable. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.",4,0,None
REV-002072,DRS-111,Dress,Anouk,USR-5122,M,165.1,66.5,Regular,Fit,"Matches the size chart accurately, so comfortable. Length is quite long, might need tailoring. Rigid material with no give whatsoever.",5,0,None
REV-002073,JNS-204,Jeans,HRX,USR-1136,XS,152.2,40.0,Pear,Fit,"Size XS fits like a glove! True to size. Length is quite long, might need tailoring. Fits very comfortably around the waist.",4,1,Quality
REV-002074,DRS-102,Dress,Dressberry,USR-3458,S,165.1,62.3,Hourglass,Small,"Felt very suffocating in size S, recommend sizing up. Tight across the shoulders and chest area. Great length, falls just right.",1,0,None
REV-002075,ETH-406,Ethnic,Anouk,USR-3252,S,159.0,61.0,Regular,Fit,"Matches the size chart accurately, so comfortable. Waist was noticeably smaller than standard sizing. Way too tight across the bust and chest.",4,0,None
REV-002076,JNS-205,Jeans,Dressberry,USR-8328,L,162.1,72.2,Pear,Fit,Perfect fit right out of the package. Waist was noticeably smaller than standard sizing.,3,0,None
REV-002077,DRS-101,Dress,Mango,USR-4304,S,163.1,54.2,Athletic,Large,"Definitely oversized cut, consider sizing down. Extremely tight around waist with almost no give. Runs small at bust for anyone with curves.",2,1,Fit
REV-002078,TOP-305,Top,Mango,USR-6498,XS,169.2,64.1,Regular,Small,"Beautiful piece, but sizing is off and it runs tight. Runs small at bust for anyone with curves. Extremely tight around waist with almost no give.",3,1,Fit
REV-002079,TOP-313,Top,Taavi,USR-2750,S,166.1,59.0,Pear,Fit,"Absolutely love the fit of size S. Great length, falls just right. Watch out after washing, might shrink slightly.",3,0,None
REV-002080,JNS-204,Jeans,HRX,USR-3069,S,158.1,58.8,Pear,Small,"I usually wear S, but this was way too snug. Love the comfortable stretch in this fabric.",3,0,None
REV-002081,TOP-311,Top,Mast & Harbour,USR-6630,M,162.6,66.1,Regular,Fit,"Matches the size chart accurately, so comfortable. Runs small at bust for anyone with curves. Great length, falls just right.",3,0,None
REV-002082,JNS-210,Jeans,Dressberry,USR-8645,XS,160.7,42.6,Regular,Fit,"Perfect fit right out of the package. Great length, falls just right. Super stretchy and forgiving material.",5,0,None
REV-002083,TOP-301,Top,Roadster,USR-3596,L,159.6,66.7,Hourglass,Fit,Absolutely love the fit of size L. The fabric has amazing stretch and recovery. Runs small at bust for anyone with curves.,5,0,None
REV-002084,TOP-307,Top,HRX,USR-8554,M,160.5,57.3,Hourglass,Small,"Beautiful piece, but sizing is off and it runs tight. A little too short on me. Love the comfortable stretch in this fabric.",4,1,Fit
REV-002085,DRS-108,Dress,Mango,USR-8807,S,169.2,58.7,Pear,Fit,Size S fits like a glove! True to size. The waistband dug right into my sides. A bit longer than pictured on the model.,5,0,None
REV-002086,TOP-311,Top,Mast & Harbour,USR-5427,S,152.0,52.2,Petite,Fit,Size S fits like a glove! True to size. A bit longer than pictured on the model. Way too tight across the bust and chest.,5,0,None
REV-002087,TOP-303,Top,Dressberry,USR-2078,S,159.2,49.5,Athletic,Fit,"Matches the size chart accurately, so comfortable. Buttons pulled open at the chest. Very constricting waistline.",5,0,None
REV-002088,TOP-303,Top,Dressberry,USR-4617,M,161.3,65.2,Regular,Fit,"Size M fits like a glove! True to size. Extremely tight around waist with almost no give. Great length, falls just right.",5,1,Fit
REV-002089,ETH-412,Ethnic,Libas,USR-2862,M,162.4,64.3,Pear,Fit,"Perfect fit right out of the package. Too long for my height, dragged on the floor without heels. Fabric has zero stretch and is quite stiff.",4,0,None
REV-002090,ETH-403,Ethnic,W for Woman,USR-3062,S,174.8,66.9,Regular,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. Chest and shoulder seams align nicely.",5,0,None
REV-002091,ETH-403,Ethnic,W for Woman,USR-6292,S,164.4,57.5,Pear,Fit,Size S fits like a glove! True to size. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.,5,0,None
REV-002092,ETH-411,Ethnic,W for Woman,USR-3679,S,156.7,51.5,Pear,Fit,"Absolutely love the fit of size S. Fits very comfortably around the waist. Watch out after washing, might shrink slightly.",2,0,None
REV-002093,TOP-306,Top,Mast & Harbour,USR-5925,L,159.2,62.3,Pear,Large,"Had to return size L because it was much too big. Plenty of room around the waist. Watch out after washing, might shrink slightly.",2,1,Fit
REV-002094,ETH-403,Ethnic,W for Woman,USR-7562,XS,178.5,65.2,Petite,Small,"Beautiful piece, but sizing is off and it runs tight. Watch out after washing, might shrink slightly. A little too short on me.",5,1,Fit
REV-002095,JNS-206,Jeans,Mast & Harbour,USR-1314,M,159.7,58.5,Pear,Fit,"Perfect fit right out of the package. Fits very comfortably around the waist. Length is quite long, might need tailoring.",4,0,None
REV-002096,JNS-201,Jeans,Roadster,USR-8482,M,165.2,66.0,Pear,Small,"Felt very suffocating in size M, recommend sizing up. The waistband dug right into my sides. Great length, falls just right.",1,0,None
REV-002097,DRS-112,Dress,Mast & Harbour,USR-1826,XS,171.2,48.4,Regular,Small,"Beautiful piece, but sizing is off and it runs tight. Buttons pulled open at the chest. Waist was noticeably smaller than standard sizing.",2,1,Fit
REV-002098,JNS-204,Jeans,HRX,USR-1900,XS,146.3,45.6,Pear,Fit,Absolutely love the fit of size XS. Super stretchy and forgiving material. Fits very comfortably around the waist.,3,0,None
REV-002099,JNS-211,Jeans,Roadster,USR-6990,S,170.0,49.8,Pear,Fit,Size S fits like a glove! True to size. Waist is roomy and relaxed. A little too short on me.,5,0,None
REV-002100,TOP-302,Top,Wrogn,USR-6585,M,145.0,53.3,Pear,Fit,"Size M fits like a glove! True to size. Gaped at the waist quite a bit. Length is quite long, might need tailoring.",4,0,None
REV-002101,ETH-413,Ethnic,Taavi,USR-8967,XS,164.2,51.4,Petite,Fit,"Perfect fit right out of the package. Watch out after washing, might shrink slightly.",5,0,None
REV-002102,ETH-412,Ethnic,Libas,USR-5160,S,155.8,47.4,Regular,Fit,"Perfect fit right out of the package. Length is quite long, might need tailoring. Rigid material with no give whatsoever.",5,0,None
REV-002103,ETH-404,Ethnic,Taavi,USR-9436,M,163.3,55.5,Athletic,Large,"Definitely oversized cut, consider sizing down. Watch out after washing, might shrink slightly. Chest and shoulder seams align nicely.",1,1,Fit
REV-002104,JNS-204,Jeans,HRX,USR-8087,XS,165.9,45.4,Pear,Fit,"Perfect fit right out of the package. Super stretchy and forgiving material. Great length, falls just right.",5,0,None
REV-002105,JNS-211,Jeans,Roadster,USR-9207,XS,156.7,46.4,Athletic,Fit,Absolutely love the fit of size XS. Plenty of room around the waist. Cropped shorter than expected for tall frames.,4,0,None
REV-002106,DRS-107,Dress,Mast & Harbour,USR-1621,M,160.8,54.7,Hourglass,Large,"Runs on the larger side, felt baggy and loose. Great length, falls just right. Watch out after washing, might shrink slightly.",1,1,Fit
REV-002107,TOP-302,Top,Wrogn,USR-5604,XS,167.9,46.5,Athletic,Large,Had to return size XS because it was much too big. A bit longer than pictured on the model. Loose at the bust and chest armholes.,2,1,Fit
REV-002108,ETH-402,Ethnic,Anouk,USR-7888,L,162.8,67.1,Hourglass,Small,"I usually wear L, but this was way too snug. Fabric has zero stretch and is quite stiff. The waistband dug right into my sides.",2,1,Fit
REV-002109,ETH-410,Ethnic,Anouk,USR-1029,S,175.1,65.5,Athletic,Fit,Absolutely love the fit of size S. Rigid material with no give whatsoever. Cropped shorter than expected for tall frames.,4,0,None
REV-002110,TOP-310,Top,Roadster,USR-8636,XS,164.7,44.8,Pear,Fit,"Matches the size chart accurately, so comfortable. Cropped shorter than expected for tall frames. Loose at the bust and chest armholes.",4,0,None
REV-002111,ETH-405,Ethnic,Libas,USR-2691,XL,146.2,56.5,Pear,Large,"Definitely oversized cut, consider sizing down. Loose at the bust and chest armholes. Length is quite long, might need tailoring.",1,1,Fit
REV-002112,JNS-212,Jeans,Mango,USR-8363,L,162.5,73.1,Hourglass,Fit,"Perfect fit right out of the package. Too long for my height, dragged on the floor without heels.",3,0,None
REV-002113,TOP-302,Top,Wrogn,USR-6987,L,153.2,59.1,Pear,Large,"Definitely oversized cut, consider sizing down. Gaped at the waist quite a bit. A bit longer than pictured on the model.",3,1,Fit
REV-002114,DRS-109,Dress,Roadster,USR-1530,L,175.2,76.1,Pear,Large,"Definitely oversized cut, consider sizing down. The fabric has amazing stretch and recovery. Loose at the bust and chest armholes.",1,1,Fit
REV-002115,TOP-301,Top,Roadster,USR-2628,M,164.4,62.8,Petite,Small,Ordered size M but this definitely runs small. Buttons pulled open at the chest. The fabric has amazing stretch and recovery.,3,0,None
REV-002116,DRS-109,Dress,Roadster,USR-1943,XL,151.8,65.3,Regular,Large,Had to return size XL because it was much too big. Fits very comfortably around the waist. A bit longer than pictured on the model.,5,1,Fit
REV-002117,TOP-313,Top,Taavi,USR-4420,M,158.3,63.0,Regular,Fit,"Perfect fit right out of the package. Great length, falls just right. Rigid material with no give whatsoever.",4,0,None
REV-002118,DRS-102,Dress,Dressberry,USR-1973,XS,151.9,43.2,Hourglass,Fit,Absolutely love the fit of size XS. A bit longer than pictured on the model.,4,0,None
REV-002119,TOP-305,Top,Mango,USR-2742,S,172.3,64.9,Regular,Fit,"Matches the size chart accurately, so comfortable. Runs small at bust for anyone with curves. Fits very comfortably around the waist.",4,0,None
REV-002120,ETH-402,Ethnic,Anouk,USR-9550,S,172.4,68.1,Regular,Small,Ordered size S but this definitely runs small. The waistband dug right into my sides. Way too tight across the bust and chest.,2,1,Fit
REV-002121,ETH-411,Ethnic,W for Woman,USR-7262,XL,150.0,59.8,Petite,Large,Ordered my usual size XL and it was swimming on me. A bit longer than pictured on the model. Fits very comfortably around the waist.,3,1,Fit
REV-002122,TOP-302,Top,Wrogn,USR-7763,L,158.5,64.9,Pear,Large,"Runs on the larger side, felt baggy and loose. A bit longer than pictured on the model. Loose at the bust and chest armholes.",1,0,None
REV-002123,TOP-308,Top,Dressberry,USR-5512,XS,162.7,45.9,Athletic,Fit,"Perfect fit right out of the package. Great length, falls just right. Watch out after washing, might shrink slightly.",4,0,None
REV-002124,DRS-110,Dress,Dressberry,USR-5963,L,163.6,84.4,Hourglass,Large,"Definitely oversized cut, consider sizing down. Gaped at the waist quite a bit. Loose at the bust and chest armholes.",2,1,Fit
REV-002125,JNS-208,Jeans,Wrogn,USR-2258,M,165.9,63.2,Pear,Small,Ordered size M but this definitely runs small.,1,0,None
REV-002126,JNS-205,Jeans,Dressberry,USR-2995,M,169.8,69.2,Regular,Fit,"Size M fits like a glove! True to size. Extremely tight around waist with almost no give. Great length, falls just right.",1,0,None
REV-002127,ETH-401,Ethnic,Libas,USR-2670,XS,163.9,51.2,Regular,Fit,"Absolutely love the fit of size XS. Length is quite long, might need tailoring. Watch out after washing, might shrink slightly.",4,0,None
REV-002128,DRS-103,Dress,Roadster,USR-2038,M,164.1,73.1,Pear,Small,"Ordered size M but this definitely runs small. Extremely tight around waist with almost no give. Great length, falls just right.",2,0,None
REV-002129,DRS-111,Dress,Anouk,USR-4792,L,156.8,70.4,Pear,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. Too long for my height, dragged on the floor without heels.",4,0,None
REV-002130,TOP-301,Top,Roadster,USR-1782,S,161.9,52.0,Pear,Fit,Size S fits like a glove! True to size. Tight across the shoulders and chest area. Super stretchy and forgiving material.,4,0,None
REV-002131,TOP-307,Top,HRX,USR-6156,S,169.3,63.4,Hourglass,Small,Ordered size S but this definitely runs small. The fabric has amazing stretch and recovery. Way too tight across the bust and chest.,1,1,Fit
REV-002132,ETH-403,Ethnic,W for Woman,USR-5231,S,167.7,62.1,Athletic,Large,"Ordered my usual size S and it was swimming on me. Watch out after washing, might shrink slightly. Great length, falls just right.",1,1,Fit
REV-002133,DRS-101,Dress,Mango,USR-2160,S,162.1,65.9,Regular,Small,"I usually wear S, but this was way too snug. Way too tight across the bust and chest. Extremely tight around waist with almost no give.",2,0,None
REV-002134,ETH-407,Ethnic,W for Woman,USR-2435,XS,164.5,44.6,Regular,Large,Ordered my usual size XS and it was swimming on me. Loose at the bust and chest armholes. Gaped at the waist quite a bit.,1,1,Fit
REV-002135,JNS-206,Jeans,Mast & Harbour,USR-2006,XL,154.9,64.1,Petite,Large,"Had to return size XL because it was much too big. Length is quite long, might need tailoring.",2,1,Quality
REV-002136,TOP-302,Top,Wrogn,USR-5037,XS,161.6,55.4,Regular,Small,Ordered size XS but this definitely runs small. Waist is roomy and relaxed. Loose at the bust and chest armholes.,3,0,None
REV-002137,TOP-313,Top,Taavi,USR-6131,XS,153.3,44.9,Regular,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. Too long for my height, dragged on the floor without heels.",5,0,None
REV-002138,DRS-103,Dress,Roadster,USR-1853,S,148.8,50.5,Pear,Fit,Perfect fit right out of the package. Runs small at bust for anyone with curves. Waist was noticeably smaller than standard sizing.,4,0,None
REV-002139,ETH-406,Ethnic,Anouk,USR-4822,S,158.4,49.0,Athletic,Fit,"Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. Great length, falls just right.",5,0,None
REV-002140,JNS-202,Jeans,Mango,USR-1434,M,162.0,64.5,Athletic,Large,Had to return size M because it was much too big. Fabric has zero stretch and is quite stiff. A bit longer than pictured on the model.,3,0,None
REV-002141,JNS-202,Jeans,Mango,USR-6701,XS,176.7,54.5,Athletic,Large,Ordered my usual size XS and it was swimming on me. A bit longer than pictured on the model. Fits very comfortably around the waist.,2,1,Fit
REV-002142,TOP-309,Top,Mango,USR-5473,L,170.4,78.1,Petite,Large,Had to return size L because it was much too big. Tight across the shoulders and chest area. Fabric has zero stretch and is quite stiff.,2,1,Fit
REV-002143,TOP-312,Top,Wrogn,USR-7357,S,157.2,59.2,Pear,Fit,Perfect fit right out of the package. Plenty of room around the waist. Loose at the bust and chest armholes.,5,0,None
REV-002144,TOP-305,Top,Mango,USR-7398,M,159.4,60.7,Regular,Fit,Absolutely love the fit of size M. Runs small at bust for anyone with curves.,3,0,None
REV-002145,TOP-301,Top,Roadster,USR-2989,M,172.8,76.1,Hourglass,Small,"Beautiful piece, but sizing is off and it runs tight. Love the comfortable stretch in this fabric. Great length, falls just right.",4,1,Fit
REV-002146,DRS-107,Dress,Mast & Harbour,USR-1255,S,166.0,59.4,Regular,Fit,Absolutely love the fit of size S. Chest and shoulder seams align nicely. Rigid material with no give whatsoever.,4,0,None
REV-002147,ETH-411,Ethnic,W for Woman,USR-7513,XS,152.4,52.0,Petite,Small,Ordered size XS but this definitely runs small. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.,1,1,Fit
REV-002148,ETH-406,Ethnic,Anouk,USR-2820,XS,170.7,50.7,Regular,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. The waistband dug right into my sides.",4,0,None
REV-002149,DRS-106,Dress,Dressberry,USR-3282,S,155.3,57.1,Regular,Small,"Beautiful piece, but sizing is off and it runs tight. Too long for my height, dragged on the floor without heels.",3,1,Fit
REV-002150,DRS-109,Dress,Roadster,USR-8832,M,155.8,49.0,Hourglass,Fit,"Size M fits like a glove! True to size. Loose at the bust and chest armholes. Length is quite long, might need tailoring.",4,0,None
REV-002151,JNS-209,Jeans,Mast & Harbour,USR-6944,XS,159.6,45.9,Athletic,Fit,"Absolutely love the fit of size XS. Great length, falls just right.",5,0,None
REV-002152,TOP-310,Top,Roadster,USR-2337,L,155.9,62.9,Athletic,Fit,Absolutely love the fit of size L. Gaped at the waist quite a bit. Loose at the bust and chest armholes.,3,0,None
REV-002153,ETH-412,Ethnic,Libas,USR-5289,XS,153.6,40.4,Hourglass,Fit,"Size XS fits like a glove! True to size. Length is quite long, might need tailoring. Fabric has zero stretch and is quite stiff.",4,0,None
REV-002154,TOP-313,Top,Taavi,USR-4691,L,158.2,65.0,Athletic,Fit,"Absolutely love the fit of size L. Watch out after washing, might shrink slightly.",5,0,None
REV-002155,DRS-107,Dress,Mast & Harbour,USR-8441,M,161.2,55.7,Hourglass,Large,"Had to return size M because it was much too big. Watch out after washing, might shrink slightly. Loose at the bust and chest armholes.",3,1,Fit
REV-002156,JNS-208,Jeans,Wrogn,USR-5229,XS,162.8,43.9,Athletic,Large,"Definitely oversized cut, consider sizing down.",3,0,None
REV-002157,DRS-108,Dress,Mango,USR-2850,M,165.9,67.8,Hourglass,Fit,"Size M fits like a glove! True to size. Waist was noticeably smaller than standard sizing. Length is quite long, might need tailoring.",5,1,Quality
REV-002158,ETH-408,Ethnic,Libas,USR-6198,L,159.7,68.9,Pear,Fit,Absolutely love the fit of size L. Fabric has zero stretch and is quite stiff.,4,1,Not as pictured
REV-002159,TOP-313,Top,Taavi,USR-6838,M,154.8,65.9,Hourglass,Fit,"Absolutely love the fit of size M. Too long for my height, dragged on the floor without heels. Watch out after washing, might shrink slightly.",4,0,None
REV-002160,JNS-202,Jeans,Mango,USR-1368,S,163.6,58.6,Hourglass,Fit,"Perfect fit right out of the package. Watch out after washing, might shrink slightly. A bit longer than pictured on the model.",1,0,None
REV-002161,ETH-413,Ethnic,Taavi,USR-8674,M,162.4,60.1,Pear,Large,"Definitely oversized cut, consider sizing down. Fits very comfortably around the waist. Loose at the bust and chest armholes.",2,1,Fit
REV-002162,JNS-206,Jeans,Mast & Harbour,USR-8396,XS,170.8,55.7,Athletic,Small,"Ordered size XS but this definitely runs small. Too long for my height, dragged on the floor without heels. Very constricting waistline.",4,1,Fit
REV-002163,TOP-304,Top,HRX,USR-8586,M,157.3,67.2,Hourglass,Fit,Absolutely love the fit of size M. Super stretchy and forgiving material. Fits very comfortably around the waist.,5,0,None
REV-002164,ETH-411,Ethnic,W for Woman,USR-1525,L,158.5,66.8,Regular,Fit,Absolutely love the fit of size L. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.,4,0,None
REV-002165,ETH-407,Ethnic,W for Woman,USR-8728,S,174.1,65.7,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. Fits very comfortably around the waist. A little too short on me.",2,1,Fit
REV-002166,DRS-101,Dress,Mango,USR-3191,XS,167.1,52.6,Hourglass,Small,Ordered size XS but this definitely runs small. Buttons pulled open at the chest. Very constricting waistline.,1,1,Fit
REV-002167,JNS-209,Jeans,Mast & Harbour,USR-7480,M,167.6,67.3,Hourglass,Fit,Size M fits like a glove! True to size. Fits very comfortably around the waist.,3,0,None
REV-002168,TOP-309,Top,Mango,USR-1530,S,165.7,57.0,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Buttons pulled open at the chest. Fabric has zero stretch and is quite stiff.",3,0,None
REV-002169,TOP-305,Top,Mango,USR-1175,M,151.2,57.4,Hourglass,Small,Ordered size M but this definitely runs small. Fits very comfortably around the waist. Tight across the shoulders and chest area.,2,0,None
REV-002170,TOP-306,Top,Mast & Harbour,USR-4235,S,148.5,48.5,Pear,Small,"Ordered size S but this definitely runs small. Fits very comfortably around the waist. Length is quite long, might need tailoring.",3,1,Fit
REV-002171,ETH-403,Ethnic,W for Woman,USR-7984,M,168.9,68.3,Pear,Fit,Size M fits like a glove! True to size. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.,4,0,None
REV-002172,TOP-302,Top,Wrogn,USR-8141,L,175.7,83.7,Pear,Fit,Perfect fit right out of the package. Plenty of room around the waist. Loose at the bust and chest armholes.,4,0,None
REV-002173,TOP-308,Top,Dressberry,USR-2556,S,158.1,58.2,Pear,Fit,"Size S fits like a glove! True to size. Great length, falls just right. Chest and shoulder seams align nicely.",4,0,None
REV-002174,ETH-403,Ethnic,W for Woman,USR-7683,XS,162.2,45.2,Athletic,Small,"I usually wear XS, but this was way too snug. Fabric has zero stretch and is quite stiff.",1,1,Fit
REV-002175,TOP-309,Top,Mango,USR-6314,S,156.1,51.3,Regular,Fit,"Perfect fit right out of the package. Watch out after washing, might shrink slightly. Way too tight across the bust and chest.",4,0,None
REV-002176,DRS-112,Dress,Mast & Harbour,USR-7628,M,148.7,51.7,Regular,Fit,"Size M fits like a glove! True to size. Tight across the shoulders and chest area. Too long for my height, dragged on the floor without heels.",2,0,None
REV-002177,ETH-407,Ethnic,W for Woman,USR-9299,XS,160.8,43.6,Pear,Fit,"Matches the size chart accurately, so comfortable. Fits very comfortably around the waist. Chest and shoulder seams align nicely.",4,0,None
REV-002178,JNS-205,Jeans,Dressberry,USR-1325,L,165.2,70.8,Regular,Large,"Definitely oversized cut, consider sizing down. Extremely tight around waist with almost no give.",2,0,None
REV-002179,JNS-208,Jeans,Wrogn,USR-2104,XS,164.0,59.1,Regular,Fit,Perfect fit right out of the package.,4,0,None
REV-002180,ETH-402,Ethnic,Anouk,USR-6971,M,166.5,71.5,Regular,Small,"Felt very suffocating in size M, recommend sizing up. Rigid material with no give whatsoever. Extremely tight around waist with almost no give.",1,1,Fit
REV-002181,ETH-409,Ethnic,Taavi,USR-1300,S,164.6,54.4,Pear,Fit,"Perfect fit right out of the package. Too long for my height, dragged on the floor without heels. Rigid material with no give whatsoever.",5,0,None
